"","V1"
"1",0.358120502358548
"2",0.552654994822675
"3",0.429664040552199
"4",0.315092915731127
"5",0.217347839382581
"6",0.707520299717985
"7",1.02313530190053
"8",0.943733559480161
"9",0.74638098345537
"10",0.500974505962114
"11",0.318387779994316
"12",1.33010787935082
"13",1.81872614690319
"14",1.81722275224173
"15",1.94157805277172
"16",2.11450775148821
"17",1.56660409938327
"18",0.86205493346409
"19",0.471610349937783
"20",0.272435338047654
"21",1.24647209648817
"22",3.33143237867819
"23",3.06048507618353
"24",2.5327345967044
"25",2.07968384543321
"26",2.10590915578597
"27",2.31697478432129
"28",1.87608438215687
"29",1.44603179071292
"30",1.06606123889585
"31",0.661635663465048
"32",0.360253557240489
"33",1.59146403807923
"34",2.55083763799281
"35",3.56659185666562
"36",4.92502186732882
"37",5.22230297580803
"38",4.02599383534455
"39",2.6565992148571
"40",2.25049748573563
"41",1.89073373092021
"42",1.59181247663853
"43",1.535328162121
"44",1.84430559150424
"45",1.53937929594529
"46",1.30891914716089
"47",1.2047766176907
"48",1.01357818024888
"49",0.6978794706788
"50",0.415700519630695
"51",1.46361309950998
"52",2.9728337800322
"53",3.82160093720809
"54",5.09658520960241
"55",5.80534071492526
"56",5.20542197420096
"57",4.28546112257432
"58",2.93655682693847
"59",1.97207336276544
"60",1.42916642491117
"61",1.06700495427971
"62",0.865902898492541
"63",1.02367574311971
"64",1.14958743067344
"65",1.07424200135972
"66",1.15228786280249
"67",1.72020713411156
"68",1.46369963105952
"69",1.2751568582304
"70",1.19246308640914
"71",1.14732678416914
"72",1.07918426397369
"73",0.817421527627626
"74",0.481343130413976
"75",1.72435543592838
"76",2.97555959768928
"77",5.53810238898913
"78",5.71390994402067
"79",4.58739249255403
"80",3.26559564739768
"81",2.04083794513949
"82",1.51965634903739
"83",1.12207638263012
"84",0.787217788004581
"85",0.616253959877906
"86",0.567892695517657
"87",0.542794521318291
"88",0.537670740042715
"89",0.703850611724693
"90",0.789319436676638
"91",0.808167350348425
"92",1.07445365126818
"93",1.47016260845576
"94",1.38031804464262
"95",1.27272978700237
"96",1.16363701242828
"97",1.12254563438881
"98",1.12952050756797
"99",1.01865570241036
"100",0.740006631116799
"101",0.448785938101663
"102",1.74298550695561
"103",5.12282522749803
"104",5.88133654772651
"105",5.482883521752
"106",4.57967212222247
"107",2.54103741932275
"108",1.71416399444871
"109",1.08695808396741
"110",0.923999875381612
"111",0.776893830682362
"112",0.571535534643513
"113",0.447270730461182
"114",0.406640157413528
"115",0.404308887223988
"116",0.419906328019849
"117",0.411299296266278
"118",0.598580579547509
"119",0.651965236168202
"120",0.820919371192701
"121",1.07833176192006
"122",1.31809326465617
"123",1.32353975639373
"124",1.28826845383442
"125",1.18418668876078
"126",1.07979560521
"127",0.951192219360501
"128",0.859273763308537
"129",0.753304587817668
"130",0.583449889858063
"131",0.367545931322106
"132",1.85696738106149
"133",4.71776531909589
"134",7.24470052035283
"135",5.79590669028646
"136",4.13622030490014
"137",2.95929482803962
"138",2.07914698926709
"139",1.42563183998303
"140",1.05743460246061
"141",0.637919526004377
"142",0.693168546174078
"143",0.568810817447498
"144",0.50413978455361
"145",0.395787267345976
"146",0.351872989612184
"147",0.348445634462802
"148",0.394188579125168
"149",0.442446071574861
"150",0.593917467931923
"151",0.694463532438513
"152",0.864034203617074
"153",1.08095436266385
"154",1.25754916766162
"155",1.27232526880936
"156",1.27291035251545
"157",1.19837888826687
"158",1.06826305629804
"159",0.939518445021807
"160",0.820692497891023
"161",0.743497491065161
"162",0.664514407929951
"163",0.489423987863423
"164",0.287829812695772
"165",4.55082793096509
"166",1.83263255135766
"167",4.31629282962734
"168",5.98773950352993
"169",3.9314726940959
"170",2.18192029971636
"171",1.542452878979
"172",1.43263764657664
"173",1.07069234804899
"174",0.738811925659465
"175",0.647249975052654
"176",0.606346913741401
"177",0.537340503213551
"178",0.449497329545742
"179",0.431980096996201
"180",0.346424373341766
"181",0.322584769690854
"182",0.348369099410915
"183",0.463914954007174
"184",0.451876803954199
"185",0.571506304260755
"186",0.708638081938494
"187",0.851852788169506
"188",1.05903921042156
"189",1.2019501046016
"190",1.22718601275301
"191",1.26518549907074
"192",1.23054079514705
