"","V1"
"1",41.2095055288439
"2",52.609249553526
"3",48.3424702765725
"4",45.3826158008014
"5",42.518628516091
"6",37.9823037371461
"7",38.6921900005586
"8",39.3145561518616
"9",41.1445963324071
"10",41.1162166556782
"11",40.1616693939798
"12",40.7930223552948
"13",68.6651244067113
"14",65.670152375974
"15",64.0573649930178
"16",63.8271297303646
"17",64.1908042460035
"18",55.5233764290715
"19",49.2456800256774
"20",45.083962586381
"21",43.2758455743501
"22",40.5051273460935
"23",38.6878506072041
"24",36.0300215581393
"25",30.0623367540249
"26",27.7452649090371
"27",33.0545719694264
"28",35.6398598371147
"29",36.4518457265061
"30",36.1278465276656
"31",34.4546175531938
"32",35.3442053743303
"33",36.8348507240938
"34",38.0263333027992
"35",59.520146343696
"36",55.2269829136057
"37",56.0814681559305
"38",56.3522616712609
"39",58.8997282873451
"40",59.2349378308815
"41",57.1443905367687
"42",53.9340414719099
"43",49.0198920636341
"44",46.0169613510725
"45",45.2307778083311
"46",41.9774630185359
"47",39.3022891111745
"48",36.3524602293638
"49",23.8287129181174
"50",19.5062475847946
"51",20.7288940435139
"52",23.1415929733606
"53",28.3324208703073
"54",32.48769707213
"55",33.3839244378476
"56",33.5028877583234
"57",33.1341441067578
"58",32.7780657333866
"59",32.9937457694842
"60",35.9422735557999
"61",63.859615030922
"62",54.5823970643346
"63",46.8284885492326
"64",46.9193343588718
"65",48.1895432222584
"66",49.0918713545083
"67",48.4165014746813
"68",48.118092226115
"69",45.9322657954503
"70",43.4292356235222
"71",42.8013463929309
"72",41.8910245212118
"73",38.923949746372
"74",29.417695954084
"75",21.3388557444615
"76",18.0865434739462
"77",20.9415854809839
"78",24.5384122840467
"79",23.7155245106445
"80",22.7947460242208
"81",27.1022117667004
"82",30.2642245186295
"83",31.7378392963069
"84",32.7567040152881
"85",33.1941219020736
"86",32.8185501817061
"87",34.3192372520946
"88",37.8629243653945
"89",61.1051901207034
"90",51.7611456900268
"91",44.6704645453518
"92",43.9533392110322
"93",44.079107120294
"94",43.2365971107705
"95",44.6281136139207
"96",42.4981135465195
"97",41.6969999040114
"98",40.3634534944579
"99",40.4935091183463
"100",37.5294758064239
"101",26.2597307073909
"102",17.3324660237362
"103",21.3026477310871
"104",24.3883508279001
"105",24.7591837218055
"106",25.23124148898
"107",23.089575202449
"108",25.5511634518461
"109",28.4291349763882
"110",28.7306389190101
"111",30.9234527541179
"112",32.3539736446399
"113",32.6023027728625
"114",33.0336065186125
"115",35.0806582849659
"116",57.5507231274683
"117",48.8670823963346
"118",42.9618719818284
"119",40.5611842531438
"120",41.1553387822501
"121",39.8828547609452
"122",39.3589095978293
"123",38.5505382814116
"124",38.2228090683048
"125",39.2294537478859
"126",38.0275959487523
"127",28.8498330142144
"128",18.9572987032942
"129",23.2775357906801
"130",23.3153925237994
"131",23.2450857763787
"132",22.0250605677726
"133",21.8640499388557
"134",25.1953065530688
"135",26.7150072178055
"136",30.2163007500931
"137",30.6082403752638
"138",30.1884611619303
"139",30.8600734505913
"140",32.8014091108413
"141",35.6480479015541
"142",50.5092130489032
"143",52.0368058462943
"144",53.6575467120812
"145",52.7682137995405
"146",52.9729222308167
"147",53.2485895149636
"148",51.188420002275
"149",48.3082613062439
"150",48.597372103765
"151",48.9849271193887
"152",45.2725776904444
"153",43.0399061200059
"154",43.8485809523576
"155",47.1264886419146
"156",48.3634237068482
"157",48.1637791625982
"158",66.2441898636415
"159",75.4457673466962
"160",71.36087970852
"161",62.3256508890316
"162",49.4747932885089
"163",45.2523997078568
"164",40.8105171408036
"165",39.0439539675202
"166",38.322761604671
"167",37.3952258656184
"168",38.691817665145
"169",38.5791289658133
"170",38.6963445871859
"171",36.5982613812826
"172",31.6898649498293
"173",24.3949397705409
"174",16.7746496242492
"175",20.1028835780666
"176",21.3498429979783
"177",22.0267689173068
"178",22.5514743253998
"179",23.1187738846922
"180",23.3530868687056
"181",29.71734337993
"182",29.5579305165487
"183",29.5902560277882
"184",30.3252196306075
"185",33.0847503562546
"186",35.8509909834729
"187",51.4755896088205
"188",50.1586848782926
"189",49.8091697426707
"190",49.4051758925587
"191",50.3720881396387
