"","a1[2]","a2[2]","a3[2]","b1[2]","b3[2]","rmean"
"1",0.304329273581993,0.00227812814112423,0.366534607696864,1.00611594941941,0.0511885804894792,-0.00683427740159208
"2",0.307593123275303,0.00569247706341985,0.360733217630667,1.10811563076751,0.0511557144550148,0.0174752165322394
"3",0.393647701816274,0.00511226930641564,0.231806429161963,0.705833761219083,0.0660947696676936,0.0182955925420935
"4",0.397696234594909,0.00465131395716521,0.195727757899501,0.687915994689796,0.0703109636317755,0.00619534579564825
"5",0.395132026933441,0.001474966033544,0.242399528002583,0.72171158437222,0.0661074590654746,0.00406749806356174
"6",0.388205564531788,0.00762738727653338,0.329618527160585,1.14062209835487,0.0520040013715245,0.0169498477481704
"7",0.299227352360272,0.0041066730875999,0.267619099587045,1.12623667354057,0.0615441563620892,0.00719653876182337
"8",0.280538408434651,0.00897752191329261,0.237820382669373,1.38568889817533,0.0617231594363555,0.00840695154543835
"9",0.313917764622766,0.00943936543706653,0.173158481621863,0.829818607248636,0.0674022881905306,0.0161247758317357
"10",0.258108024833287,0.00688933482100724,0.180902991206435,1.11391530674821,0.0662000079180084,0.0271339258111546
"11",0.362557122515662,0.00454455003214137,0.268077482441847,0.768844286447113,0.0579532600340017,0.00841711216231342
"12",0.322121453551293,0.00321599076253015,0.216419108512036,0.762550272908024,0.0649387631052808,0.0387522715839284
"13",0.392720670602644,0.000717791568792644,0.230593029705114,0.71690993332134,0.0615135866236896,0.0170771216502692
"14",0.342095130293322,0.00251485440426134,0.200598009429475,0.633742282675141,0.0646585185193293,-0.00900677074720871
"15",0.185782910684855,0.00135440177557884,0.208695053162862,1.13591586240135,0.0612335228858866,0.0313015242544558
"16",0.251561637718692,0.00785933052108906,0.212891342372792,0.987096823148368,0.0632944595435791,0.00897141966860008
"17",0.325583612782231,0.00131279558739057,0.23243342034931,0.641791456621578,0.0633139762546261,0.0137148944076722
"18",0.277891743400491,0.0019762211283668,0.22815661088693,1.27032075543131,0.0658027563315728,0.0194472471088878
"19",0.319057626707376,0.00742198803485579,0.149186099812851,0.892396774751829,0.0717416667912296,-0.016581284136381
"20",0.224225116876754,0.00809671004276629,0.172371924875375,0.940145460164221,0.0637725749337599,0.0131808325524016
"21",0.320119502186389,0.00194213033840021,0.21947175566573,0.751956409929541,0.0639347383066972,0.0229315545005388
"22",0.362548432531786,0.00044004598075835,0.268072046469002,0.85965258409104,0.0619159733258145,0.00656508311428514
