"","a1[1]","a2[1]","a3[1]","b1[1]","b3[1]","rmean"
"1",0.289797918054302,0.0332773189518895,0.231814609749511,1.41791785841343,0.0689803722474765,-0.00683427740159208
"2",0.351495637233218,0.0210640684425546,0.246046122201131,1.13202554301542,0.0660529606644888,0.0174752165322394
"3",0.395560387354255,0.0242740585289682,0.237297275481503,0.697303259261391,0.068198435770746,0.0182955925420935
"4",0.37913067379676,0.0434822362476179,0.127652885472502,1.29754622165459,0.0809973980797651,0.00619534579564825
"5",0.362205028856296,0.0497583879241368,0.115702132136801,1.09871505714085,0.0798366443053462,0.00406749806356174
"6",0.280224173788034,0.0494045146407189,0.119503119111937,1.50295215860199,0.0733504330117484,0.0169498477481704
"7",0.3154634350418,0.0410337154557255,0.11844848609825,1.23405156398679,0.0790275164190924,0.00719653876182337
"8",0.339860890886113,0.0455457779039356,0.149483282689208,1.28152506729142,0.0746720096122944,0.00840695154543835
"9",0.329051867975099,0.0415568978506326,0.147416457449754,1.11247941390907,0.0771697587947575,0.0161247758317357
"10",0.290867647730347,0.0374878429485858,0.290160989851446,2.10151922877871,0.0519842292065059,0.0271339258111546
"11",0.227415012051783,0.0475781915376675,0.192212786719351,4.25012464837706,0.0643052373782257,0.00841711216231342
"12",0.285578890942281,0.0398588026533992,0.222247963144078,1.42656447959963,0.0580177062333539,0.0387522715839284
"13",0.30048758826325,0.0390020995688172,0.318477975943664,2.10054197287754,0.0581218892407972,0.0170771216502692
"14",0.262786918407424,0.0398687558266042,0.259052600882723,1.24216966246836,0.0491926036891169,-0.00900677074720871
"15",0.215186833556361,0.0283857914538288,0.158302604920523,1.86113930720108,0.0760007386505616,0.0313015242544558
"16",0.189606623050163,0.0374584564325954,0.274360824912397,4.20288521108738,0.0521042643407257,0.00897141966860008
"17",0.251527785742057,0.0339368052715918,0.349430989793907,2.08177560626686,0.0564116627582556,0.0137148944076722
"18",0.302485291806532,0.0194562011444966,0.314951453410424,1.16231379137438,0.0636822755038575,0.0194472471088878
"19",0.302097864823873,0.0312257146153636,0.347765597446817,1.47778693667903,0.0542943711632808,-0.016581284136381
"20",0.301815391051107,0.0224923889366031,0.339447836401435,1.42175794522085,0.0596116321194602,0.0131808325524016
"21",0.292482927638246,0.0351824274544455,0.269629410904702,1.59111906522085,0.0510861909944973,0.0229315545005388
"22",0.311868907704225,0.0369896924785786,0.268215024645418,1.90941058786088,0.0574148795878822,0.00656508311428514
"23",0.220153846895994,0.0379224894672551,0.180742968000316,1.80430860664927,0.0617528051027146,0.0479123763640792
"24",0.256791142817719,0.0266036708691787,0.149334099507131,1.26729386864476,0.076796753072847,0.041849894339932
"25",0.339427372398085,0.0298236344327288,0.117327055792453,0.809869863422846,0.0784488867450331,0.044165240968583
"26",0.312784136656366,0.0292956904292983,0.0774785674064506,0.921634968578898,0.0933861698438901,0.0439073114829324
"27",0.246351262946373,0.0378454175279991,0.0294720273690056,1.72277486932613,0.11137241069556,0.0117241185028829
"28",0.22745723914136,0.0522744236649481,0.0220516081031225,1.35080752635364,0.10972287554183,0.0419529520677497
"29",0.240556400552572,0.0510718987656716,0.0208224352620913,2.62956844635813,0.120456302742591,0.0140934352467799
"30",0.187474715468308,0.0429312542788914,0.0298526104699475,1.09173744309436,0.108047058372415,0.0358339108612235
"31",0.160630518705482,0.0393518824709915,0.0328650390255161,2.51531062714467,0.107586393108771,-0.00940875768453805
"32",0.232383520700905,0.0366641398985987,0.0237534462730299,1.35924619255351,0.11390829921545,0.0461188402002074
"33",0.244150797356277,0.0363861769122639,0.0461537749930966,1.1017269128985,0.0972166765912542,0.0374536975190658
"34",0.231899289083659,0.0435944724531869,0.078033734475621,1.83937907254951,0.085521062779515,0.0370266944766802
"35",0.296047757049455,0.0483010267346754,0.0170883739075342,1.2577116367158,0.121007308954733,0.00424771974357618
"36",0.167312279064544,0.0585482149981076,0.0221659006874014,4.80661486583069,0.113755323038088,0.00592290448635763
"37",0.197281119711266,0.0548769548689565,0.0234295204107548,4.36699518345351,0.114227146562409,0.0399941500148279
"38",0.231533061500562,0.0576137168583702,0.019308238586665,2.11609029828875,0.112460699725143,0.0351862255086567
"39",0.23682578947168,0.0511218954716162,0.0173856513588016,1.3199316936244,0.124516649860346,0.0329865413709469
"40",0.218753390720258,0.052261926728422,0.0139541580298264,1.64447783178615,0.1174850494495,0.01738898544682
"41",0.205084538326498,0.0415860526504746,0.0379864707819863,1.48722282533637,0.101794591681981,0.0128723886080128
"42",0.188157824665575,0.0485341664220378,0.0598695911697611,2.43284969338595,0.0933711010935341,0.0193812661940606
"43",0.232556494618194,0.0504097835360683,0.0210889657229573,2.72208411047396,0.099943550994103,0.024917436467413
"44",0.220460611693779,0.0389664971723788,0.0959024361857916,1.90825744131782,0.0834793498752538,0.0285346988021323
"45",0.292343129172333,0.0393026428808279,0.143948088960748,1.31200294204635,0.0770238918615244,0.0292287387158904
"46",0.272181250138681,0.037277372706444,0.0970457485659797,1.29886854302974,0.0841893832217701,0.0226557750921163
"47",0.255116519008625,0.0275821775792853,0.0928350908625969,1.5592180626396,0.0909822260840719,0.00317212962505595
"48",0.296965149405542,0.0405691273645407,0.0769975219884919,1.2553855131682,0.0907826348626829,0.0272869373794551
"49",0.348680380713589,0.053901607860636,0.0824340369237508,1.49201458103099,0.0818883024451968,0.03559595901642
"50",0.26785802938595,0.0511240051262741,0.0914390408071115,1.51713972731804,0.0838402378072297,0.0262272370725649
"51",0.26649897189078,0.0382714788810199,0.0791471103691398,1.41811342235681,0.0901446184316144,0.0174778179990152
"52",0.311152789488958,0.0431857518704359,0.0688040070846888,1.20528712885614,0.0903437243702208,-0.0265857840614291
"53",0.287112579233984,0.0442383129550294,0.077459464807605,1.45741118318377,0.0891263929979916,0.0025148322903259
"54",0.237924062158148,0.0370497326040716,0.0762037849012169,1.60810758585469,0.0910577550657906,-0.0127298681206864
"55",0.374845119506447,0.0329168504814025,0.0778394129944024,0.821795913123773,0.0922150590967217,0.0188203166460811
"56",0.326828275604246,0.0466683756457068,0.107765006513576,1.16132306043293,0.0791180427396657,0.0132361056388995
"57",0.271844638260142,0.0493543067299198,0.0965835237081332,1.61731941568779,0.0861445817155261,0.0393670052568429
