"","Island","West","Southeast","Central"
"1",0.274165925617678,0.174688046756525,0.238945694983784,0.312200332642013
"2",0.308241221736102,0.211277637681146,0.248135686036738,0.232345454546014
"3",0.296250688999864,0.191576457584924,0.286534444796674,0.225638408618538
"4",0.261438026814293,0.238718371654326,0.273474917044324,0.226368684487056
"5",0.293516022370564,0.218636516728762,0.25157958509813,0.236267875802544
"6",0.267329010431946,0.190778436350994,0.268215352862819,0.27367720035424
"7",0.2544092411676,0.209490996899342,0.287560553056857,0.248539208876201
"8",0.303151045709683,0.172490503866356,0.304076642106831,0.22028180831713
"9",0.276174901700922,0.198033929920914,0.269982903946767,0.255808264431397
"10",0.308373695329794,0.172943205245364,0.285985504067728,0.232697595357113
"11",0.275068365299309,0.227323652091759,0.257085351050235,0.240522631558697
"12",0.285616727299416,0.17770450002002,0.258854295283274,0.277824477397289
"13",0.290878130664293,0.202073392672015,0.258152941140123,0.248895535523569
"14",0.294138397146909,0.189863403885973,0.294509773762145,0.221488425204972
"15",0.304907050861889,0.200931261995766,0.252214705088474,0.241946982053871
"16",0.32219450209614,0.204135693904279,0.21808409779928,0.255585706200301
"17",0.229326554313612,0.134095908526398,0.271825342829798,0.364752194330192
"18",0.300214109982668,0.203840159287093,0.272557954067078,0.223387776663161
"19",0.277566385706795,0.182388390751216,0.298836449022081,0.241208774519908
"20",0.296948759966778,0.211937885750416,0.239805952186747,0.251307402096059
"21",0.277658206549651,0.186089822378195,0.305575173627006,0.230676797445147
"22",0.310564409843505,0.223468793422794,0.249777680257723,0.216189116475979
"23",0.29660046888056,0.193667454397272,0.26644222501635,0.243289851705818
"24",0.215915920066272,0.407198169287088,0.206024851071436,0.170861059575204
"25",0.286214594118134,0.19182062057462,0.272231098455129,0.249733686852117
"26",0.294622552980362,0.204348213165617,0.25572016453181,0.245309069322211
"27",0.297529271220607,0.200212914102904,0.248129455348312,0.254128359328176
"28",0.271284802154667,0.193894762116071,0.299223332594201,0.235597103135061
"29",0.280571354600788,0.195696192400226,0.289763282064537,0.233969170934449
"30",0.265014289280287,0.181087135740782,0.25311188930699,0.300786685671941
"31",0.293295900692529,0.183008983884171,0.294035509771738,0.229659605651561
"32",0.268058321065581,0.247684910888936,0.27155587028568,0.212700897759803
"33",0.283745939043981,0.195499971527525,0.246406568324725,0.274347521103769
"34",0.276817772235333,0.180356752869758,0.268585182380944,0.274240292513964
"35",0.307748677247991,0.199028302559773,0.24269157298907,0.250531447203165
"36",0.289774825576659,0.185468270410955,0.293508355037626,0.231248548974759
"37",0.282396830724914,0.189099080453826,0.312261556945664,0.216242531875595
"38",0.291663140350868,0.205513242131154,0.270440932102633,0.232382685415344
"39",0.275642707723413,0.191620544945284,0.299513332900016,0.233223414431287
"40",0.308344006000171,0.216364217517336,0.213358926594831,0.261932849887662
"41",0.267791528968559,0.20820054702888,0.294940374558031,0.22906754944453
"42",0.229266510547474,0.143362095889911,0.24020189944186,0.387169494120755
"43",0.280126093463414,0.179077982837411,0.286235296898067,0.254560626801107
"44",0.265602380653802,0.213704814557648,0.318405092105529,0.202287712683021
"45",0.303436512663863,0.187813634391779,0.261149814027036,0.247600038917322
"46",0.251995645891676,0.184086626069497,0.273058553347002,0.290859174691824
"47",0.297918850128834,0.207459182764462,0.257776302020779,0.236845665085925
"48",0.273431708610663,0.243294528472534,0.260870654898966,0.222403108017837
"49",0.290392060043202,0.193174113714402,0.268847816783277,0.247586009459119
"50",0.276238951662136,0.189414400419692,0.315891709478903,0.218454938439269
"51",0.274653715357336,0.197980036911206,0.27254450964634,0.254821738085118
"52",0.26229986056972,0.262965003928766,0.268242399370132,0.206492736131382
"53",0.295112376289781,0.181129496027889,0.242172853761456,0.281585273920874
"54",0.294464595653707,0.187174431010014,0.265896898584654,0.252464074751625
"55",0.283692581488451,0.172545110371264,0.299286751745976,0.244475556394309
"56",0.274310271125646,0.20482225770491,0.278249729533673,0.242617741635771
"57",0.259978640289947,0.215845831172141,0.298792344495429,0.225383184042484
"58",0.268804416758495,0.31075407865103,0.218130448089752,0.202311056500724
"59",0.295497176149498,0.165287201033884,0.284550875272324,0.254664747544294
"60",0.305493155559885,0.193183390571533,0.277313371921967,0.224010081946614
"61",0.301072564057357,0.195832015457207,0.284066531605937,0.219028888879498
"62",0.275276124850062,0.203882906366392,0.279266656481431,0.241574312302115
"63",0.260155661880264,0.18938476530719,0.274378911160463,0.276080661652084
"64",0.30661601296452,0.203656655611211,0.266161182781873,0.223566148642396
"65",0.284461679479371,0.199351948172727,0.259923048411692,0.256263323936211
"66",0.286404396196805,0.213392655683595,0.255084790735126,0.245118157384474
"67",0.314923391466058,0.180189156388166,0.275204045534085,0.229683406611691
"68",0.29412899580698,0.177685731830085,0.274346819034271,0.253838453328664
"69",0.305325198072024,0.184028962683845,0.266282066168644,0.244363773075487
"70",0.253417104272272,0.199839270411937,0.316063187383873,0.230680437931918
"71",0.298088830356356,0.185148222250084,0.253476569866837,0.263286377526724
"72",0.294602897345092,0.197321421081825,0.271610437596834,0.236465243976248
"73",0.29259817640183,0.17091079998168,0.30544003905156,0.23105098456493
"74",0.296276304076299,0.207810050578885,0.245605602949345,0.250308042395471
"75",0.31357228435342,0.197543366460431,0.254663064078369,0.23422128510778
"76",0.303395884091836,0.189437179564429,0.272363947343863,0.234802988999871
"77",0.253073197479261,0.259280323944256,0.243121186684151,0.244525291892332
"78",0.28428479633334,0.182719044889849,0.270709020510719,0.262287138266092
"79",0.294324806207723,0.21739798951279,0.23602529454325,0.252251909736237
"80",0.302708610186489,0.216410584197527,0.246461606743086,0.234419198872897
"81",0.260946893792531,0.180375252545258,0.301247186360089,0.257430667302121
"82",0.259694292858207,0.292180122103811,0.233800863612875,0.214324721425106
"83",0.310821240157921,0.207692086114902,0.2274296351207,0.254057038606477
"84",0.279232919355089,0.21131888465991,0.291575171721336,0.217873024263665
"85",0.280543911717184,0.197409608943203,0.301183507415293,0.220862971924321
"86",0.306044081361782,0.18906729334497,0.273009203246135,0.231879422047113
"87",0.277407713245069,0.205801309315134,0.279114076648712,0.237676900791085
"88",0.240465618124424,0.164386895076237,0.342391024176727,0.252756462622612
"89",0.294766053111556,0.188566719192611,0.302378331130774,0.214288896565059
"90",0.257020547729839,0.176357709837471,0.301722875175281,0.264898867257409
"91",0.267935428607756,0.210387697423482,0.272028021931738,0.249648852037024
"92",0.310604675135837,0.207530864255848,0.231291886334888,0.250572574273428
"93",0.275901814413162,0.192099631582378,0.270507415510712,0.261491138493749
"94",0.256513430429033,0.196083084211734,0.326509718788924,0.22089376657031
"95",0.271737776193699,0.183666607667616,0.304008063099274,0.240587553039411
"96",0.294226799661862,0.191179309281539,0.29062648528693,0.223967405769669
"97",0.293496349659316,0.189010723409979,0.285825755417444,0.231667171513261
"98",0.290449505530844,0.191659997953253,0.265137570036582,0.252752926479321
"99",0.305178490029015,0.193060711169453,0.257308556351809,0.244452242449723
"100",0.243813642847284,0.188070433573254,0.266067683946338,0.302048239633123
"101",0.28555531918305,0.195744402044768,0.24028616037647,0.278414118395713
"102",0.246660780112634,0.165583038985341,0.283912201575002,0.303843979327022
"103",0.293053355354197,0.215616826010191,0.232478923108511,0.258850895527102
"104",0.283113250049329,0.195151727071394,0.279702588864756,0.242032434014522
"105",0.272924857068006,0.183363979110441,0.295280166241256,0.248430997580297
"106",0.279844231366531,0.196459646706508,0.281462294357503,0.242233827569458
"107",0.297052326982842,0.183315193535649,0.287686438596546,0.231946040884962
"108",0.276776729147218,0.191761916849398,0.321309474003561,0.210151879999823
"109",0.286462021355432,0.184481923035259,0.300533541421326,0.228522514187982
"110",0.294904846172562,0.209854297712827,0.268128689237108,0.227112166877504
"111",0.293929922289326,0.175194023073912,0.294432682092051,0.236443372544711
"112",0.291436361941952,0.1971485983771,0.275577425321935,0.235837614359012
"113",0.287399007172166,0.179916878792352,0.291445781489576,0.241238332545907
"114",0.303161495988784,0.183532145699406,0.269061707687041,0.244244650624768
"115",0.274564694266023,0.205981779591267,0.259711999228142,0.259741526914568
"116",0.263638449263356,0.189530548060199,0.317427366479976,0.229403636196469
"117",0.26723968040038,0.249746027120631,0.27301531067912,0.209998981799869
"118",0.280595712661592,0.19960347802872,0.29482366529143,0.224977144018258
"119",0.301850050955005,0.184981189200174,0.301779262360695,0.211389497484125
"120",0.288835027641362,0.180606231704289,0.298839670184833,0.231719070469516
"121",0.310850093075547,0.219880613665449,0.219257096320736,0.250012196938267
"122",0.297056295988513,0.195561930048904,0.274551113779913,0.23283066018267
"123",0.294399805701632,0.207502401900395,0.23188542413324,0.266212368264733
"124",0.261326858519353,0.219363169215672,0.265426705466987,0.253883266797988
"125",0.278808394908738,0.200330683010267,0.259899314880042,0.260961607200953
"126",0.293085983051017,0.187680854180361,0.288885269216113,0.23034789355251
"127",0.285656409349718,0.196020028442675,0.276494930994848,0.241828631212759
"128",0.288373941002743,0.177037794983908,0.295306032539429,0.239282231473921
"129",0.292024344628764,0.185242996727876,0.291448207937143,0.231284450706216
"130",0.275590494378017,0.185202535114468,0.313531642609705,0.225675327897811
"131",0.306046315242228,0.203380489743461,0.277632515640443,0.212940679373867
"132",0.309374819398388,0.17017357778095,0.255498013132801,0.26495358968786
"133",0.309550334163177,0.175555369283867,0.264078169583019,0.250816126969937
"134",0.289525656207593,0.189114249743819,0.27459982150559,0.246760272542998
"135",0.177107849663127,0.135243031897425,0.184111408075637,0.503537710363811
"136",0.275184253411295,0.194700458631078,0.297842671210475,0.232272616747152
"137",0.262581798326449,0.202540088786953,0.31168048783395,0.223197625052648
"138",0.288700522084029,0.189862957528063,0.266177521000178,0.25525899938773
"139",0.278663847973697,0.19338498630692,0.24530551139643,0.282645654322953
"140",0.296969268624903,0.19966231923942,0.224696286736439,0.278672125399237
"141",0.263581608251008,0.263954516093572,0.268935610962018,0.203528264693402
"142",0.293226146517149,0.186955543222343,0.288759896195549,0.231058414064959
"143",0.27400759782256,0.212539861779648,0.269153177929296,0.244299362468496
"144",0.2634816730226,0.229283534090764,0.255994607117391,0.251240185769246
"145",0.307728417764291,0.19342611262847,0.250630225517225,0.248215244090014
"146",0.304569369180353,0.192089893987535,0.295288635928393,0.208052100903717
"147",0.259031522942923,0.21365073499459,0.261900191090055,0.265417550972431
"148",0.297889801793281,0.212194191294136,0.258322291651363,0.23159371526122
"149",0.307891109845902,0.179610709872938,0.270455963908159,0.242042216373001
"150",0.307962755782274,0.183216424942914,0.29235449520825,0.216466324066562
"151",0.287079118510231,0.194147189580344,0.258400554975585,0.26037313693384
"152",0.285593256997391,0.192370655644956,0.283954109506186,0.238081977851467
"153",0.273855862450941,0.181217418417072,0.297954697325882,0.246972021806105
"154",0.277557691902796,0.197161263035768,0.276152053594053,0.249128991467382
"155",0.245109842829816,0.204866821441696,0.315387732996236,0.234635602732253
"156",0.28880763568589,0.194178610977902,0.279222847236098,0.23779090610011
"157",0.267331280001257,0.183462821283392,0.283410612773909,0.265795285941442
"158",0.291849772705621,0.183875566242575,0.291031325636781,0.233243335415023
"159",0.286653432423882,0.206119420250528,0.278437717831759,0.228789429493831
"160",0.286731708596828,0.201365097153172,0.268577322112629,0.243325872137371
"161",0.311775191467709,0.169377283263346,0.284478154887567,0.234369370381379
"162",0.294728881624738,0.190102482632318,0.279552412868717,0.235616222874227
"163",0.268257180838483,0.167582619962364,0.26046507426514,0.303695124934012
"164",0.242249424952673,0.315257113307375,0.221254947495394,0.221238514244559
"165",0.262998282194653,0.167895050248836,0.350016341046993,0.219090326509519
"166",0.271901374023706,0.197288683126734,0.302056161376182,0.228753781473377
"167",0.288606260867132,0.206884136581079,0.292423391716122,0.212086210835667
"168",0.304133513095796,0.195769113836734,0.276988941404709,0.223108431662761
"169",0.203903646848257,0.449756665070557,0.181095396404592,0.165244291676594
"170",0.26255298681945,0.205632586470988,0.288487726407396,0.243326700302165
"171",0.283583268143405,0.204671961427903,0.277991434613904,0.233753335814788
"172",0.279198306945353,0.18910205124365,0.301976317456273,0.229723324354724
"173",0.257757767350881,0.234352802594691,0.27770336948276,0.230186060571668
"174",0.26506066624793,0.194662935627374,0.299121638966523,0.241154759158172
"175",0.300193813871575,0.195161776650407,0.24939419585555,0.255250213622468
"176",0.284090293006931,0.187344282174799,0.285817507688091,0.242747917130178
"177",0.290213992368761,0.169140549333705,0.301984729481437,0.238660728816097
"178",0.316308387501531,0.189052576956353,0.236535267844151,0.258103767697966
"179",0.30106014059916,0.191048815524951,0.264655014334565,0.243236029541324
"180",0.273102207615942,0.208172097887255,0.28898131363654,0.229744380860264
"181",0.2865565233918,0.18532427983144,0.257291958236499,0.270827238540261
"182",0.279954984757123,0.210439132417978,0.266001912714919,0.24360397010998
"183",0.279075845897068,0.19872852248113,0.261308315718193,0.260887315903608
"184",0.292851624743597,0.191290940257519,0.273087060230205,0.242770374768679
"185",0.281906948958374,0.176461120738302,0.309845995585377,0.231785934717947
"186",0.274416293891618,0.182377349055639,0.328772256107334,0.214434100945409
"187",0.274450601196238,0.179973785772167,0.289843326155314,0.255732286876281
"188",0.291538153460281,0.200302775661273,0.266308024859289,0.241851046019157
"189",0.284492143633566,0.227099623998832,0.252860781594421,0.23554745077318
"190",0.282179344195768,0.200868503306136,0.257836672448762,0.259115480049334
"191",0.304255702272461,0.185814449791227,0.271477089477407,0.238452758458905
"192",0.275609537647509,0.201206019708742,0.290216784489172,0.232967658154576
"193",0.228510947722091,0.377816697485998,0.204849294394248,0.188823060397663
"194",0.28772635813227,0.185232271778307,0.260998262491165,0.266043107598258
"195",0.255560959739812,0.19091722213358,0.311978839800504,0.241542978326104
"196",0.287519919714258,0.192307623405518,0.263085434552321,0.257087022327903
"197",0.311886001974116,0.165953234583831,0.313365433703488,0.208795329738566
"198",0.286506036301006,0.195963678595311,0.274264153089164,0.243266132014518
"199",0.316655676281832,0.180263865060018,0.260626869527104,0.242453589131046
"200",0.274639052817741,0.207088375056567,0.288935319124569,0.229337253001124
"201",0.313211076103455,0.174270204103352,0.277856895704339,0.234661824088854
"202",0.304845092230443,0.186865981650934,0.262588714667835,0.245700211450787
"203",0.279083391221557,0.182025410207881,0.281451717820794,0.257439480749767
"204",0.299025977545092,0.200439447874747,0.253120781026177,0.247413793553984
"205",0.272109469335344,0.215518556063524,0.304740920726087,0.207631053875045
