"","V1"
"1",0.00748564564760834
"2",0.011075709279433
"3",0.0129657106063068
"4",0.0092726146415494
"5",0.00638828987423169
"6",0.00933753154731937
"7",0.0305508125546848
"8",0.0308791054365891
"9",0.0216259260894696
"10",0.0136592874621324
"11",0.00838764923484347
"12",0.0162103285691063
"13",0.0683441818073603
"14",0.11081425739007
"15",0.131409500939136
"16",0.11000023730159
"17",0.059496667906345
"18",0.025209530230772
"19",0.01173357452193
"20",0.00616737863185741
"21",0.0106311037194293
"22",0.0850199478686998
"23",0.256085507092815
"24",0.39357519087614
"25",0.461105358936871
"26",0.582445355762546
"27",0.713492876586472
"28",0.294083933484862
"29",0.106347183623516
"30",0.041034451410437
"31",0.0162672406254964
"32",0.00715191285809824
"33",0.0127768566184023
"34",0.0263174713313899
"35",0.0444991582370205
"36",0.115580744081879
"37",0.343771156625383
"38",0.832937815225112
"39",1.3373298746737
"40",1.26279855595377
"41",1.06445294637764
"42",0.94021084425458
"43",1.04132527929088
"44",0.926221976888621
"45",0.341777479489591
"46",0.166990092325061
"47",0.0825684564311854
"48",0.0369888019680519
"49",0.0159972221590335
"50",0.00726769109339318
"51",0.00912691515292748
"52",0.0312360291869624
"53",0.0633605919689113
"54",0.151212819304613
"55",0.414121723843613
"56",0.653585706362742
"57",1.1249167078011
"58",1.69357942807098
"59",1.91152383841548
"60",1.91782628707956
"61",1.86404769309942
"62",1.79011657460507
"63",1.75241255244984
"64",1.54030925005609
"65",1.34509223017983
"66",1.31041456935206
"67",0.913671890681428
"68",0.387680564964068
"69",0.20469851001122
"70",0.112771978474015
"71",0.0619334631216828
"72",0.0312433469713782
"73",0.0150556968875649
"74",0.00740728010074984
"75",0.010708832934243
"76",0.0312790544639218
"77",0.174006906574273
"78",0.586631415670267
"79",0.924568912007148
"80",1.46220813852126
"81",1.96256500243598
"82",1.99803340736055
"83",1.90046494513721
"84",1.73030869921012
"85",1.56274464089845
"86",1.50543904316622
"87",1.49623828468636
"88",1.45110622821858
"89",1.6023337619269
"90",1.61603433367656
"91",1.49547374984114
"92",1.27520359696098
"93",0.772669542386003
"94",0.403121345234836
"95",0.223063417242287
"96",0.130066883998975
"97",0.0774195486372504
"98",0.0455966765297806
"99",0.0246895282160752
"100",0.0130337065431092
"101",0.00717670565028344
"102",0.00690968079148508
"103",0.0549043707416548
"104",0.173370511083391
"105",0.347287381713937
"106",0.966248760077418
"107",1.75741547511656
"108",2.00319980607427
"109",1.96771305175019
"110",1.83923428779884
"111",1.59920458210198
"112",1.45119550435498
"113",1.34632296665987
"114",1.22055731935105
"115",1.1663201829286
"116",1.17559626034788
"117",1.19298800773986
"118",1.43001779990636
"119",1.54396347728555
"120",1.44770415146988
"121",1.13721755817114
"122",0.717576400890108
"123",0.414088258496032
"124",0.238343135809748
"125",0.140340856030479
"126",0.0862467445973986
"127",0.0542178517766475
"128",0.034287053600184
"129",0.0207522489802651
"130",0.0113838757813009
"131",0.0062124901595407
"132",0.00795432115474691
"133",0.0416988768384201
"134",0.271817480622662
"135",1.01357275068564
"136",1.58880963436835
"137",1.84492238714171
"138",1.99725745091034
"139",2.0267258011964
"140",1.90637460668623
"141",1.72098316100268
"142",1.54555826404572
"143",1.26045240234709
"144",1.16505326959878
"145",1.08453968901425
"146",0.995873696873698
"147",0.947821759774807
"148",0.962505085551231
"149",1.08017156390933
"150",1.36358418679373
"151",1.479510863681
"152",1.35247994172193
"153",1.03876064588496
"154",0.670064283661788
"155",0.41212439635603
"156",0.247647060070598
"157",0.14814509434892
"158",0.0922135216692768
"159",0.0593794326497405
"160",0.0393812892466388
"161",0.0258397482479258
"162",0.0157998510374169
"163",0.00865798590832185
"164",0.005021118770609
"165",0.0399018860217673
"166",0.00819427388089354
"167",0.0629647085517993
"168",0.683029094126118
"169",1.73930543325008
"170",2.25353024060244
"171",2.23861609347389
"172",2.13814497256351
"173",1.94851582334349
"174",1.65524780153161
"175",1.52205852754299
"176",1.42857611965762
"177",1.19501431414006
"178",1.01271487164538
"179",0.932870958511989
"180",0.878493241555951
"181",0.837873481474285
"182",0.796498109278794
"183",0.867272269862312
"184",1.09652032288479
"185",1.327345812658
"186",1.41313673626937
"187",1.26722746015566
"188",0.975349571878208
"189",0.656470951250949
"190",0.422573438843025
"191",0.263487064424376
"192",0.159307619728469
"193",0.0991270238221626
"194",0.0643344475199651
"195",0.0432854162131828
"196",0.0292823788504023
"197",0.0192032860457204
"198",0.0114337917646101
"199",0.00633849502452688
"200",0.0275813688948347
"201",0.337616827905503
"202",0.270256171337411
"203",0.04738086203159
"204",0.0224436160728677
"205",0.0102566735788722
"206",0.00886551462231783
"207",0.0293393775181622
"208",0.20234175169201
"209",1.01245978667826
"210",2.13899959424257
"211",2.23591630222089
"212",1.98999767787167
"213",1.81938658965844
"214",1.49207123065677
"215",1.36951975034764
"216",1.23672002365561
"217",1.0730164657919
"218",0.975022668478296
"219",0.875969656544213
"220",0.785408616147454
"221",0.748259424821931
"222",0.726766869316208
"223",0.701965575624636
"224",0.834267228903101
"225",1.10875507086851
"226",1.28740490633438
"227",1.33974286477731
"228",1.20616339001291
"229",0.949728142267727
"230",0.675233822310752
"231",0.452151499499092
"232",0.293273473225582
"233",0.18183835484125
"234",0.112545720577978
"235",0.0714565449301692
"236",0.047546161142537
"237",0.0325078847329102
"238",0.0217793776808475
"239",0.0138699433996617
"240",0.00789707411161832
"241",0.00449824923759844
"242",0.00408275508425143
"243",0.00673874328358431
"244",0.0140440497025832
"245",0.0206733617848177
"246",0.0245113437377399
"247",0.0200904757969182
"248",0.0198406960836381
"249",0.0100671716778014
"250",0.00581345084182852
"251",0.016179338674763
"252",0.183636873406257
"253",0.960408830696408
"254",1.52187089999902
"255",1.08505163822089
"256",0.269782368249539
"257",0.237347222925987
"258",0.315229110329067
"259",0.882612424921328
"260",1.67226374208526
"261",2.08862945794998
"262",2.07162499268976
"263",1.7436772146236
"264",1.49199587716774
"265",1.21953174760783
"266",1.08864879898512
"267",0.981077306020247
"268",0.886032049849713
"269",0.831985790208334
"270",0.760356179902124
"271",0.706464062139031
"272",0.674673917922287
"273",0.651133644673743
"274",0.650922888326906
"275",0.826291954102714
"276",1.06785937143938
"277",1.22430850621357
"278",1.27062424452153
"279",1.169127514345
"280",0.962247692621327
"281",0.726585808796782
"282",0.509642293871975
"283",0.337746246222017
"284",0.210939819328652
"285",0.129734876396313
"286",0.0821181575255255
"287",0.0533172887826067
"288",0.0363790090658383
"289",0.0248058135238176
"290",0.0160702364952324
"291",0.00949617824776947
"292",0.00525170413779588
"293",0.00778337610433161
"294",0.0366319372445287
"295",0.12448559645025
"296",0.144525970731985
"297",0.218551264472547
"298",0.242320785741915
"299",0.376448007726663
"300",0.412774350234365
"301",0.321961790032936
"302",0.173913445281249
"303",0.105689924464845
"304",0.0719369545232406
"305",0.0834977058995117
"306",0.0568863825236075
"307",0.0242656494936334
"308",0.0137396543490475
"309",0.00874706500993273
"310",0.0685459868939788
"311",0.852193977188188
"312",1.87887257024247
"313",1.89610460254856
"314",1.42927394960567
"315",1.18088790752932
"316",1.08780039302794
"317",1.49615705814586
"318",2.01308128757177
"319",1.98362092224259
"320",1.80861558027478
"321",1.57362873496309
"322",1.35994450990177
"323",1.15424166298204
"324",1.00630234566925
"325",0.906974479201124
"326",0.831561650104003
"327",0.767316288001745
"328",0.707917767528282
"329",0.664160971146289
"330",0.638879333146615
"331",0.618879312092653
"332",0.612876958774777
"333",0.756436869341252
"334",1.00385296384128
"335",1.15246255216446
"336",1.220341132742
"337",1.16595164854481
"338",1.00229187572193
"339",0.79782142947167
"340",0.599948780668703
"341",0.424193938419188
"342",0.275337231972661
"343",0.167977875952251
"344",0.104498982862843
"345",0.0665361505850549
"346",0.0433268056916089
"347",0.0290337233580749
"348",0.0191900870701736
"349",0.0117385087174766
"350",0.0066566589219155
"351",0.00406443115867742
"352",0.00563823650329771
"353",0.0209156898516492
"354",0.0756173091058804
"355",0.347730395078095
"356",0.523859371802498
"357",0.440863483217095
"358",0.517633123861584
"359",0.711137342735688
"360",0.797496499295711
"361",0.778158024495395
"362",0.686537917096518
"363",0.588497871503065
"364",0.441125792209367
"365",0.228168492211088
"366",0.165871068843649
"367",0.116123765927096
"368",0.0708055564659955
"369",0.0960442152154009
"370",0.0867462766445323
"371",0.0391811981961154
"372",0.035200704103754
"373",0.0134002511889466
"374",0.00366768840795847
"375",0.00389264817545896
"376",0.0198886256683255
"377",0.162022433718671
"378",1.20643127671132
"379",1.91333799389374
"380",2.00759802488198
"381",1.91998796124766
"382",1.67790044582671
"383",1.63442289822376
"384",1.82285265442362
"385",1.85938197151756
"386",1.68017006490585
"387",1.50047533538512
"388",1.36951718271052
"389",1.25900954904448
"390",1.1057602700675
"391",0.968566142508324
"392",0.861354185984545
"393",0.796971432733023
"394",0.743868038737688
"395",0.684826589482142
"396",0.645572306067282
"397",0.619191194789875
"398",0.596480680191911
"399",0.579720155502644
"400",0.632069513569309
"401",0.877614451848725
"402",1.07513602499465
"403",1.18031852187828
"404",1.17620732062464
"405",1.06332295653556
"406",0.897647353020877
"407",0.722185673616491
"408",0.542807042471979
"409",0.375678492180287
"410",0.24389636056946
"411",0.151403595666951
"412",0.0938482061751707
"413",0.0583424581882952
"414",0.0365059688892242
"415",0.0236755581200602
"416",0.0149261900317193
"417",0.00872467738924768
"418",0.00508219459927365
"419",0.00909838792907161
"420",0.0357947523922641
"421",0.117175938775829
"422",0.357370515356323
"423",0.587661282014243
"424",0.809394585368011
"425",0.800677574613497
"426",0.856378883543172
"427",0.891345220931044
"428",0.900605031189132
"429",0.889853835505137
"430",0.833281066691492
"431",0.811071458561962
"432",0.769694338573675
"433",0.707289328864092
"434",0.647016400494576
"435",0.658762016456621
"436",0.494832369549427
"437",0.321551035871735
"438",0.253657675501363
"439",0.492967041646672
"440",0.247690811901607
"441",0.19044698150454
"442",0.0358071476202415
"443",0.0150648812404925
"444",0.00773007412103559
"445",0.00611159255279569
"446",0.00316475474914086
"447",0.00322551441984999
"448",0.0030541483350868
"449",0.00435414727462278
"450",0.0296767847353387
"451",0.0166081281617181
"452",0.0119676717094194
"453",0.00606684703912271
"454",0.00393647849864863
"455",0.00639016124719329
"456",0.0137308764363042
"457",0.0345862513530917
"458",0.121865853543459
"459",0.314020457074235
"460",1.07054750584203
"461",1.71241936741974
"462",1.79519639359419
"463",1.78651948184282
"464",1.73701430161886
"465",1.72199806290573
"466",1.71476889833433
"467",1.62499351542226
"468",1.47972875448265
"469",1.30439369917236
"470",1.20353172861743
"471",1.15814053247715
"472",1.04484012189437
"473",0.933028110014493
"474",0.838985102845524
"475",0.768102357572322
"476",0.73080394083718
"477",0.685065474574767
"478",0.646445509265759
"479",0.615840933456645
"480",0.590048922304808
"481",0.571617376939155
"482",0.562827961938761
"483",0.6703587060738
"484",0.962693128738113
"485",1.11677652354433
"486",1.16770443088
"487",1.12111499010684
"488",1.00447736132917
"489",0.859101808925911
"490",0.698634353277857
"491",0.529664509678434
"492",0.379246580161637
"493",0.249772490974282
"494",0.156119477567508
"495",0.0915550072559728
"496",0.0537368687762606
"497",0.0326449591837704
"498",0.0203779766627675
"499",0.0122709927241432
"500",0.00674999722700634
"501",0.0041745035019237
"502",0.0134738559604668
"503",0.0577596187573365
"504",0.140075249472816
"505",0.29913797884623
"506",0.676526886288715
"507",0.781236628370896
"508",0.904054055402963
"509",0.895956804492571
"510",0.892205571638333
"511",0.888144218205534
"512",0.885376078709245
"513",0.889571361421838
"514",0.891018641183226
"515",0.873037441871426
"516",0.847072818198477
"517",0.850163301436805
"518",0.849220628695116
"519",0.80844627106244
"520",0.810558971765545
"521",0.781201724357819
"522",0.640615912486967
"523",0.727244523419459
"524",0.64395036230221
"525",0.537580844247573
"526",0.295909353530924
"527",0.258355914063378
"528",0.0789031907070937
"529",0.0127467995362302
"530",0.00591282590131859
"531",0.00602324817867269
"532",0.00643290406707878
"533",0.00323484745420121
"534",0.0035672188193497
"535",0.0156535199590987
"536",0.0396126311806973
"537",0.185379607665448
"538",0.163399867319195
"539",0.0961883400526923
"540",0.0838256822033324
"541",0.0338624006086299
"542",0.0495315766104383
"543",0.028137447307001
"544",0.0115053462055429
"545",0.00597047668287902
"546",0.00322875833216715
"547",0.00561113464914086
"548",0.0171004384482391
"549",0.00830711220692223
"550",0.00521785619393761
"551",0.0139058087256237
"552",0.00627895691604895
"553",0.00464843352823338
"554",0.00555895191376828
"555",0.010525926788907
"556",0.0241440255469085
"557",0.0102770352016891
"558",0.0110443501047239
"559",0.0249819201270663
"560",0.0542609839130101
"561",0.0817957149926985
"562",0.103247198200347
"563",0.141270697438997
"564",0.216262011224642
"565",0.571513087825341
"566",0.887364582465559
"567",1.03689108786107
"568",1.47018177388431
"569",1.64065327279458
"570",1.62158658104167
"571",1.64417046192387
"572",1.6510863900216
"573",1.57190003499131
"574",1.43294921785321
"575",1.32506472255528
"576",1.1421575361936
"577",1.07352822160138
"578",1.03442290443679
"579",0.952617913395582
"580",0.861828187795924
"581",0.805148387840261
"582",0.753228585626907
"583",0.712339778723311
"584",0.678773112399916
"585",0.651503785831344
"586",0.62250308517614
"587",0.600942668079919
"588",0.581497392396223
"589",0.560558981855113
"590",0.557631363257903
"591",0.698576088691838
"592",0.907222170374417
"593",1.06779978255819
"594",1.1405806739717
"595",1.1091248984277
"596",1.01044534356937
"597",0.879346667235689
"598",0.73339204057808
"599",0.577852390966745
"600",0.418789195338114
"601",0.284538565530431
"602",0.176333061333086
"603",0.101462562166594
"604",0.0571991148061891
"605",0.0331793628486889
"606",0.0194375130332642
"607",0.0108413761995926
"608",0.00587139315087765
"609",0.0142227188016115
"610",0.0825918216950236
"611",0.208643865823365
"612",0.333870027353863
"613",0.560925623356746
"614",0.830901931530521
"615",0.912375503411422
"616",0.891672199102639
"617",0.85947500752857
"618",0.871363365582835
"619",0.863730562345748
"620",0.850164695858386
"621",0.863212637607838
"622",0.858638759584263
"623",0.85480785911208
"624",0.85917974543868
"625",0.867522790862366
"626",0.870492588354714
"627",0.872083184908886
"628",0.868626984530867
"629",0.869384064654485
"630",0.859444207022483
"631",0.873258279450221
"632",0.873133556415284
"633",0.750518362802216
